test_type,N,baseline_days,true_P,fit_P,LS_power,true_K,fit_K,true_e,fit_e,Status
Baseline_days,6,65.0,21.1668,23.7944,0.81,45.00,49.94,0.650,0.678,Success
Baseline_days,6,65.0,21.1668,21.3114,2.49,45.00,26.47,0.650,0.406,Success
Baseline_days,6,65.0,21.1668,6.1913,2.40,45.00,267.75,0.650,0.699,Success
Baseline_days,6,65.0,21.1668,28.8525,2.47,45.00,38.04,0.650,0.158,Success
Baseline_days,6,65.0,21.1668,22.5142,2.49,45.00,291.85,0.650,0.903,Success
Baseline_days,6,65.0,21.1668,22.4710,2.33,45.00,60.02,0.650,0.737,Success
Baseline_days,6,65.0,21.1668,26.0639,2.49,45.00,31.73,0.650,0.074,Success
Baseline_days,6,65.0,21.1668,20.9344,2.38,45.00,99.97,0.650,0.782,Success
Baseline_days,6,65.0,21.1668,24.9200,2.19,45.00,181.92,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,21.2931,2.50,45.00,394.86,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,25.6533,2.45,45.00,393.80,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,12.0163,2.12,45.00,380.67,0.650,0.838,Success
Baseline_days,6,65.0,21.1668,25.7593,2.27,45.00,1698.47,0.650,0.912,Success
Baseline_days,6,65.0,21.1668,26.4462,2.39,45.00,42.17,0.650,0.153,Success
Baseline_days,6,65.0,21.1668,42.6575,2.49,45.00,335.70,0.650,0.727,Success
Baseline_days,6,65.0,21.1668,20.9208,2.47,45.00,131.82,0.650,0.507,Success
Baseline_days,6,65.0,21.1668,21.2345,2.48,45.00,83.64,0.650,0.703,Success
Baseline_days,6,65.0,21.1668,20.0199,2.27,45.00,41.72,0.650,0.648,Success
Baseline_days,6,65.0,21.1668,21.2341,2.50,45.00,116.86,0.650,0.720,Success
Baseline_days,6,65.0,21.1668,20.8387,1.81,45.00,545.92,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,10.5751,2.11,45.00,120.24,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,21.5278,2.46,45.00,69.18,0.650,0.795,Success
Baseline_days,6,65.0,21.1668,20.7305,2.37,45.00,210.46,0.650,0.950,Success
Baseline_days,6,65.0,21.1668,20.3017,2.42,45.00,33.78,0.650,0.538,Success
Baseline_days,6,65.0,21.1668,19.4314,2.44,45.00,54.06,0.650,0.312,Success
Baseline_days,6,60.0,21.1668,21.7791,1.84,45.00,284.53,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,18.0616,2.47,45.00,986.99,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,18.4958,2.43,45.00,34.64,0.650,0.271,Success
Baseline_days,6,60.0,21.1668,11.8630,2.04,45.00,104.60,0.650,0.721,Success
Baseline_days,6,60.0,21.1668,20.1284,2.31,45.00,74.36,0.650,0.769,Success
Baseline_days,6,60.0,21.1668,18.4416,2.31,45.00,175.84,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,44.1112,2.38,45.00,48.59,0.650,0.170,Success
Baseline_days,6,60.0,21.1668,22.6525,2.27,45.00,53.37,0.650,0.713,Success
Baseline_days,6,60.0,21.1668,24.7362,2.33,45.00,39.33,0.650,0.511,Success
Baseline_days,6,60.0,21.1668,10.9798,2.43,45.00,95.34,0.650,0.353,Success
Baseline_days,6,60.0,21.1668,20.2436,2.44,45.00,367.24,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.1043,2.48,45.00,114.92,0.650,0.826,Success
Baseline_days,6,60.0,21.1668,22.4683,1.73,45.00,44.01,0.650,0.633,Success
Baseline_days,6,60.0,21.1668,20.5121,2.26,45.00,146.95,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.9445,2.40,45.00,55.47,0.650,0.753,Success
Baseline_days,6,60.0,21.1668,22.6292,2.50,45.00,118.95,0.650,0.837,Success
Baseline_days,6,60.0,21.1668,40.8778,2.40,45.00,269.65,0.650,0.729,Success
Baseline_days,6,60.0,21.1668,22.2878,1.72,45.00,44.61,0.650,0.620,Success
Baseline_days,6,60.0,21.1668,21.3000,2.49,45.00,32.77,0.650,0.538,Success
Baseline_days,6,60.0,21.1668,20.5310,2.48,45.00,87.10,0.650,0.880,Success
Baseline_days,6,60.0,21.1668,20.1654,2.47,45.00,29.59,0.650,0.068,Success
Baseline_days,6,60.0,21.1668,22.4805,2.41,45.00,59.05,0.650,0.741,Success
Baseline_days,6,60.0,21.1668,19.8616,2.44,45.00,55.24,0.650,0.751,Success
Baseline_days,6,60.0,21.1668,21.8646,2.27,45.00,43.92,0.650,0.581,Success
Baseline_days,6,60.0,21.1668,25.1065,2.44,45.00,41.24,0.650,0.441,Success
Baseline_days,6,60.0,21.1668,51.2766,1.79,45.00,1053.99,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.9696,2.43,45.00,164.12,0.650,0.946,Success
Baseline_days,6,60.0,21.1668,9.0001,2.37,45.00,349.76,0.650,0.728,Success
Baseline_days,6,60.0,21.1668,21.5711,2.48,45.00,92.13,0.650,0.721,Success
Baseline_days,6,60.0,21.1668,38.4044,1.52,45.00,54.25,0.650,0.946,Success
Baseline_days,6,60.0,21.1668,22.5722,2.35,45.00,46.81,0.650,0.657,Success
Baseline_days,6,60.0,21.1668,22.4334,2.09,45.00,35.74,0.650,0.657,Success
Baseline_days,6,60.0,21.1668,22.0043,2.10,45.00,43.33,0.650,0.638,Success
Baseline_days,6,60.0,21.1668,14.1451,2.46,45.00,65.98,0.650,0.242,Success
Baseline_days,6,60.0,21.1668,21.1616,2.49,45.00,230.56,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.6410,2.12,45.00,44.13,0.650,0.647,Success
Baseline_days,6,60.0,21.1668,25.3919,2.45,45.00,15.30,0.650,0.158,Success
Baseline_days,6,60.0,21.1668,20.2144,2.48,45.00,21.79,0.650,0.303,Success
Baseline_days,6,60.0,21.1668,17.3397,2.43,45.00,264.09,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,9.3485,2.46,45.00,165.73,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,19.6398,2.26,45.00,97.81,0.650,0.855,Success
Baseline_days,6,60.0,21.1668,23.8726,2.17,45.00,22.54,0.650,0.366,Success
Baseline_days,6,60.0,21.1668,22.5714,2.49,45.00,42.96,0.650,0.374,Success
Baseline_days,6,60.0,21.1668,31.0737,2.48,45.00,350.01,0.650,0.885,Success
Baseline_days,6,60.0,21.1668,19.7793,2.33,45.00,286.25,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.7087,2.48,45.00,294.73,0.650,0.945,Success
Baseline_days,6,60.0,21.1668,18.7280,2.47,45.00,44.12,0.650,0.229,Success
Baseline_days,6,60.0,21.1668,11.4437,2.48,45.00,547.48,0.650,0.816,Success
Baseline_days,6,60.0,21.1668,20.8416,2.28,45.00,141.81,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,34.7465,1.72,45.00,239.68,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,41.0421,2.48,45.00,3136.70,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,21.9356,2.38,45.00,39.22,0.650,0.520,Success
Baseline_days,6,60.0,21.1668,18.8512,2.47,45.00,42.61,0.650,0.528,Success
Baseline_days,6,60.0,21.1668,46.7572,2.39,45.00,51.94,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,25.1623,2.19,45.00,325.21,0.650,0.916,Success
Baseline_days,6,60.0,21.1668,44.6084,2.49,45.00,585.92,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,17.1414,2.50,45.00,1223.87,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,31.4278,2.01,45.00,56.81,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,21.2334,2.20,45.00,69.31,0.650,0.764,Success
Baseline_days,6,60.0,21.1668,18.1595,2.40,45.00,181.23,0.650,0.860,Success
Baseline_days,6,60.0,21.1668,22.1982,2.40,45.00,221.35,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,21.3693,2.41,45.00,57.05,0.650,0.443,Success
Baseline_days,6,60.0,21.1668,22.7615,2.44,45.00,40.02,0.650,0.601,Success
Baseline_days,6,60.0,21.1668,16.3838,2.49,45.00,933.92,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,26.8759,2.00,45.00,659.05,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,22.9914,2.49,45.00,130.46,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,20.1974,2.48,45.00,43.49,0.650,0.594,Success
Baseline_days,6,60.0,21.1668,33.1334,1.38,45.00,1376.39,0.650,0.950,Success
Baseline_days,6,60.0,21.1668,19.7501,2.33,45.00,49.90,0.650,0.726,Success
Baseline_days,6,60.0,21.1668,21.0942,2.44,45.00,144.31,0.650,0.891,Success
Baseline_days,6,55.0,21.1668,31.3123,2.43,45.00,44.63,0.650,0.297,Success
Baseline_days,6,55.0,21.1668,42.7919,2.50,45.00,394.48,0.650,0.805,Success
Baseline_days,6,55.0,21.1668,19.7015,2.29,45.00,39.38,0.650,0.505,Success
Baseline_days,6,55.0,21.1668,21.1254,2.46,45.00,171.18,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,20.0370,2.33,45.00,101.01,0.650,0.848,Success
Baseline_days,6,55.0,21.1668,21.7075,2.44,45.00,24.93,0.650,0.249,Success
Baseline_days,6,55.0,21.1668,28.0193,1.99,45.00,1532.22,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,9.6863,2.23,45.00,632.81,0.650,0.711,Success
Baseline_days,6,55.0,21.1668,42.3389,2.22,45.00,43.66,0.650,0.441,Success
Baseline_days,6,55.0,21.1668,30.5070,2.48,45.00,35.81,0.650,0.498,Success
Baseline_days,6,55.0,21.1668,10.4850,2.49,45.00,603.54,0.650,0.712,Success
Baseline_days,6,55.0,21.1668,20.3450,2.41,45.00,350.84,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,17.1440,1.43,45.00,231.49,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,21.0470,2.12,45.00,137.47,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,42.3616,2.39,45.00,60.19,0.650,0.691,Success
Baseline_days,6,55.0,21.1668,24.1619,2.32,45.00,46.23,0.650,0.689,Success
Baseline_days,6,55.0,21.1668,12.7782,2.33,45.00,542.54,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,26.2976,1.76,45.00,164.89,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,42.0123,2.49,45.00,319.67,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,23.5475,2.46,45.00,1671.65,0.650,0.925,Success
Baseline_days,6,55.0,21.1668,24.6481,2.50,45.00,30.26,0.650,0.498,Success
Baseline_days,6,55.0,21.1668,20.4810,2.37,45.00,46.84,0.650,0.711,Success
Baseline_days,6,55.0,21.1668,19.5994,2.48,45.00,66.12,0.650,0.713,Success
Baseline_days,6,55.0,21.1668,28.6344,1.71,45.00,71.93,0.650,0.935,Success
Baseline_days,6,55.0,21.1668,20.7327,2.22,45.00,89.33,0.650,0.881,Success
Baseline_days,6,55.0,21.1668,25.3652,2.32,45.00,231.95,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,20.7827,2.40,45.00,229.93,0.650,0.780,Success
Baseline_days,6,55.0,21.1668,21.0990,2.48,45.00,170.93,0.650,0.706,Success
Baseline_days,6,55.0,21.1668,20.3762,2.21,45.00,34.49,0.650,0.568,Success
Baseline_days,6,55.0,21.1668,22.0993,2.50,45.00,76.18,0.650,0.750,Success
Baseline_days,6,55.0,21.1668,26.0056,2.49,45.00,44.05,0.650,0.429,Success
Baseline_days,6,55.0,21.1668,21.2634,2.50,45.00,288.02,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,21.2658,2.22,45.00,92.26,0.650,0.835,Success
Baseline_days,6,55.0,21.1668,29.4324,2.45,45.00,71.37,0.650,0.520,Success
Baseline_days,6,55.0,21.1668,41.4727,2.32,45.00,207.78,0.650,0.736,Success
Baseline_days,6,55.0,21.1668,20.3461,2.46,45.00,258.95,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,21.0229,2.49,45.00,36.55,0.650,0.428,Success
Baseline_days,6,55.0,21.1668,21.2512,2.48,45.00,35.25,0.650,0.557,Success
Baseline_days,6,55.0,21.1668,19.5778,2.21,45.00,37.01,0.650,0.542,Success
Baseline_days,6,55.0,21.1668,44.4946,2.50,45.00,149.80,0.650,0.905,Success
Baseline_days,6,55.0,21.1668,24.5725,1.75,45.00,44.39,0.650,0.571,Success
Baseline_days,6,55.0,21.1668,30.5831,2.32,45.00,52.44,0.650,0.289,Success
Baseline_days,6,55.0,21.1668,8.3719,2.49,45.00,535.69,0.650,0.774,Success
Baseline_days,6,55.0,21.1668,22.8935,2.31,45.00,304.38,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,13.7174,2.29,45.00,162.00,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,20.6393,2.47,45.00,199.39,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,24.5594,2.40,45.00,338.27,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,21.4822,2.40,45.00,106.36,0.650,0.805,Success
Baseline_days,6,55.0,21.1668,22.7872,2.45,45.00,36.55,0.650,0.336,Success
Baseline_days,6,55.0,21.1668,21.5587,2.42,45.00,100.47,0.650,0.819,Success
Baseline_days,6,55.0,21.1668,19.0878,2.12,45.00,39.56,0.650,0.587,Success
Baseline_days,6,55.0,21.1668,20.6754,2.48,45.00,32.32,0.650,0.543,Success
Baseline_days,6,55.0,21.1668,18.2239,2.48,45.00,33.64,0.650,0.585,Success
Baseline_days,6,55.0,21.1668,19.9538,2.45,45.00,90.33,0.650,0.840,Success
Baseline_days,6,55.0,21.1668,27.9739,2.43,45.00,22.37,0.650,0.387,Success
Baseline_days,6,55.0,21.1668,16.6984,2.32,45.00,322.79,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,21.3308,2.48,45.00,78.44,0.650,0.682,Success
Baseline_days,6,55.0,21.1668,21.9952,2.26,45.00,93.03,0.650,0.826,Success
Baseline_days,6,55.0,21.1668,20.8304,2.49,45.00,174.16,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,22.8334,2.34,45.00,264.56,0.650,0.819,Success
Baseline_days,6,55.0,21.1668,31.4386,2.49,45.00,816.62,0.650,0.741,Success
Baseline_days,6,55.0,21.1668,19.1115,2.29,45.00,52.87,0.650,0.693,Success
Baseline_days,6,55.0,21.1668,10.7273,2.29,45.00,1267.70,0.650,0.946,Success
Baseline_days,6,55.0,21.1668,20.3907,2.49,45.00,192.03,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,19.1108,2.39,45.00,26.43,0.650,0.397,Success
Baseline_days,6,55.0,21.1668,22.2794,2.47,45.00,62.38,0.650,0.751,Success
Baseline_days,6,55.0,21.1668,20.8420,2.47,45.00,115.75,0.650,0.837,Success
Baseline_days,6,55.0,21.1668,12.6302,2.45,45.00,1671.24,0.650,0.950,Success
Baseline_days,6,55.0,21.1668,29.0851,2.50,45.00,38.15,0.650,0.508,Success
Baseline_days,6,55.0,21.1668,21.3643,2.47,45.00,201.23,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.6331,2.49,45.00,265.00,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,20.7973,2.43,45.00,98.98,0.650,0.906,Success
Baseline_days,6,50.0,21.1668,12.5233,2.46,45.00,50.25,0.650,0.147,Success
Baseline_days,6,50.0,21.1668,24.6244,2.48,45.00,870.46,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,22.5738,2.48,45.00,211.25,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,27.4410,2.16,45.00,507.44,0.650,0.898,Success
Baseline_days,6,50.0,21.1668,13.7616,2.43,45.00,47.99,0.650,0.204,Success
Baseline_days,6,50.0,21.1668,21.3602,2.49,45.00,262.30,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.9408,2.44,45.00,81.86,0.650,0.722,Success
Baseline_days,6,50.0,21.1668,20.8278,1.98,45.00,243.73,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,42.8743,2.50,45.00,177.68,0.650,0.875,Success
Baseline_days,6,50.0,21.1668,39.1862,2.25,45.00,2188.52,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,9.8649,2.02,45.00,45.02,0.650,0.295,Success
Baseline_days,6,50.0,21.1668,6.6821,1.68,45.00,313.19,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.3862,2.50,45.00,88.04,0.650,0.789,Success
Baseline_days,6,50.0,21.1668,22.2230,2.49,45.00,136.32,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.2459,2.50,45.00,21.26,0.650,0.251,Success
Baseline_days,6,50.0,21.1668,16.9475,2.46,45.00,144.62,0.650,0.518,Success
Baseline_days,6,50.0,21.1668,20.2508,1.96,45.00,85.83,0.650,0.813,Success
Baseline_days,6,50.0,21.1668,40.4179,2.49,45.00,29.50,0.650,0.250,Success
Baseline_days,6,50.0,21.1668,14.8287,2.50,45.00,12.11,0.650,0.219,Success
Baseline_days,6,50.0,21.1668,13.6249,2.12,45.00,308.81,0.650,0.713,Success
Baseline_days,6,50.0,21.1668,22.6857,2.19,45.00,40.69,0.650,0.628,Success
Baseline_days,6,50.0,21.1668,12.7172,2.04,45.00,41.35,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,20.9050,2.31,45.00,227.38,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,18.0174,2.35,45.00,34.31,0.650,0.395,Success
Baseline_days,6,50.0,21.1668,21.2450,2.49,45.00,209.82,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.5966,2.38,45.00,38.84,0.650,0.616,Success
Baseline_days,6,50.0,21.1668,15.3451,2.41,45.00,45.13,0.650,0.494,Success
Baseline_days,6,50.0,21.1668,17.5415,1.92,45.00,128.30,0.650,0.733,Success
Baseline_days,6,50.0,21.1668,16.5003,2.03,45.00,188.24,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,21.1373,2.49,45.00,209.57,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,19.1486,2.44,45.00,84.13,0.650,0.861,Success
Baseline_days,6,50.0,21.1668,37.8435,2.36,45.00,101.50,0.650,0.806,Success
Baseline_days,6,50.0,21.1668,20.6517,2.45,45.00,37.41,0.650,0.559,Success
Baseline_days,6,50.0,21.1668,19.2440,2.24,45.00,86.59,0.650,0.827,Success
Baseline_days,6,50.0,21.1668,24.5389,2.50,45.00,240.49,0.650,0.947,Success
Baseline_days,6,50.0,21.1668,22.9419,2.37,45.00,45.23,0.650,0.653,Success
Baseline_days,6,50.0,21.1668,18.8134,2.21,45.00,77.38,0.650,0.791,Success
Baseline_days,6,50.0,21.1668,41.2228,2.36,45.00,243.52,0.650,0.903,Success
Baseline_days,6,50.0,21.1668,17.3014,2.50,45.00,25.08,0.650,0.295,Success
Baseline_days,6,50.0,21.1668,7.6654,1.61,45.00,428.65,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,17.2777,2.38,45.00,406.56,0.650,0.678,Success
Baseline_days,6,50.0,21.1668,24.3510,2.18,45.00,38.28,0.650,0.570,Success
Baseline_days,6,50.0,21.1668,41.3630,2.47,45.00,344.70,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,20.8752,2.49,45.00,206.07,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,40.0651,2.47,45.00,44.35,0.650,0.085,Success
Baseline_days,6,50.0,21.1668,9.9654,2.46,45.00,48.49,0.650,0.789,Success
Baseline_days,6,50.0,21.1668,20.6629,2.47,45.00,18.04,0.650,0.119,Success
Baseline_days,6,50.0,21.1668,11.5657,1.85,45.00,156.45,0.650,0.818,Success
Baseline_days,6,50.0,21.1668,20.8531,2.39,45.00,44.98,0.650,0.640,Success
Baseline_days,6,50.0,21.1668,19.0390,2.30,45.00,333.78,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,11.2944,2.37,45.00,256.13,0.650,0.792,Success
Baseline_days,6,50.0,21.1668,19.8327,2.46,45.00,54.51,0.650,0.724,Success
Baseline_days,6,50.0,21.1668,20.8614,2.22,45.00,52.39,0.650,0.683,Success
Baseline_days,6,50.0,21.1668,18.1027,2.09,45.00,153.61,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,19.5611,2.47,45.00,23.22,0.650,0.337,Success
Baseline_days,6,50.0,21.1668,21.1004,2.50,45.00,92.07,0.650,0.849,Success
Baseline_days,6,50.0,21.1668,19.2351,2.50,45.00,49.82,0.650,0.057,Success
Baseline_days,6,50.0,21.1668,12.8239,2.50,45.00,42.09,0.650,0.001,Success
Baseline_days,6,50.0,21.1668,21.3213,2.16,45.00,45.95,0.650,0.640,Success
Baseline_days,6,50.0,21.1668,17.2557,2.34,45.00,44.48,0.650,0.482,Success
Baseline_days,6,50.0,21.1668,19.6562,2.45,45.00,33.29,0.650,0.553,Success
Baseline_days,6,50.0,21.1668,13.4291,2.47,45.00,547.01,0.650,0.756,Success
Baseline_days,6,50.0,21.1668,18.5000,2.49,45.00,37.91,0.650,0.469,Success
Baseline_days,6,50.0,21.1668,41.8325,2.49,45.00,131.32,0.650,0.877,Success
Baseline_days,6,50.0,21.1668,44.5213,2.38,45.00,341.34,0.650,0.713,Success
Baseline_days,6,50.0,21.1668,23.5290,1.70,45.00,32.72,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,20.9285,2.45,45.00,194.62,0.650,0.950,Success
Baseline_days,6,50.0,21.1668,5.3736,2.28,45.00,175.92,0.650,0.766,Success
Baseline_days,6,45.0,21.1668,24.0407,2.27,45.00,45.09,0.650,0.672,Success
Baseline_days,6,45.0,21.1668,24.7229,2.43,45.00,250.43,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,14.3758,2.39,45.00,111.56,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,14.8666,2.41,45.00,32.78,0.650,0.328,Success
Baseline_days,6,45.0,21.1668,13.2938,1.87,45.00,123.58,0.650,0.802,Success
Baseline_days,6,45.0,21.1668,10.8049,2.34,45.00,268.27,0.650,0.728,Success
Baseline_days,6,45.0,21.1668,18.7088,2.22,45.00,31.90,0.650,0.548,Success
Baseline_days,6,45.0,21.1668,6.6928,2.35,45.00,839.27,0.650,0.752,Success
Baseline_days,6,45.0,21.1668,20.5772,2.31,45.00,164.06,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,19.6694,2.12,45.00,438.19,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,21.8583,2.36,45.00,50.20,0.650,0.725,Success
Baseline_days,6,45.0,21.1668,21.3204,2.48,45.00,169.66,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,19.1341,2.29,45.00,144.92,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,10.8591,1.95,45.00,1097.80,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,12.8362,2.47,45.00,688.06,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,38.6290,2.42,45.00,387.82,0.650,0.777,Success
Baseline_days,6,45.0,21.1668,17.3732,2.41,45.00,47.06,0.650,0.659,Success
Baseline_days,6,45.0,21.1668,26.8255,2.31,45.00,45.03,0.650,0.657,Success
Baseline_days,6,45.0,21.1668,34.0496,2.27,45.00,835.73,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,20.7276,2.50,45.00,23.47,0.650,0.311,Success
Baseline_days,6,45.0,21.1668,18.5064,2.31,45.00,164.11,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,12.0829,2.36,45.00,47.86,0.650,0.295,Success
Baseline_days,6,45.0,21.1668,21.5844,2.46,45.00,44.27,0.650,0.637,Success
Baseline_days,6,45.0,21.1668,29.0541,2.45,45.00,62.11,0.650,0.344,Success
Baseline_days,6,45.0,21.1668,10.9325,2.46,45.00,169.03,0.650,0.768,Success
Baseline_days,6,45.0,21.1668,21.0357,2.45,45.00,181.68,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,7.1971,2.50,45.00,122.07,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,19.4732,2.04,45.00,89.56,0.650,0.832,Success
Baseline_days,6,45.0,21.1668,21.2001,2.49,45.00,276.85,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,22.0097,2.49,45.00,143.20,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,18.4274,2.36,45.00,56.19,0.650,0.493,Success
Baseline_days,6,45.0,21.1668,19.6145,2.23,45.00,46.17,0.650,0.683,Success
Baseline_days,6,45.0,21.1668,21.6127,2.31,45.00,244.83,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,20.5018,2.43,45.00,528.35,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,36.2322,1.86,45.00,209.52,0.650,0.785,Success
Baseline_days,6,45.0,21.1668,21.3339,2.50,45.00,345.06,0.650,0.849,Success
Baseline_days,6,45.0,21.1668,21.3058,2.47,45.00,178.47,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,8.5517,1.75,45.00,92.70,0.650,0.923,Success
Baseline_days,6,45.0,21.1668,19.3428,2.46,45.00,243.60,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,9.8828,2.43,45.00,422.67,0.650,0.793,Success
Baseline_days,6,45.0,21.1668,16.3719,2.29,45.00,230.29,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,22.4920,2.20,45.00,690.80,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,18.2143,2.48,45.00,20.86,0.650,0.261,Success
Baseline_days,6,45.0,21.1668,38.4942,2.22,45.00,188.18,0.650,0.866,Success
Baseline_days,6,45.0,21.1668,21.4203,2.48,45.00,166.03,0.650,0.877,Success
Baseline_days,6,45.0,21.1668,19.4376,1.55,45.00,46.29,0.650,0.677,Success
Baseline_days,6,45.0,21.1668,30.0983,2.33,45.00,311.40,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,18.7393,2.36,45.00,40.60,0.650,0.539,Success
Baseline_days,6,45.0,21.1668,13.7101,2.40,45.00,17.61,0.650,0.324,Success
Baseline_days,6,45.0,21.1668,25.9472,2.46,45.00,44.03,0.650,0.471,Success
Baseline_days,6,45.0,21.1668,19.9190,2.40,45.00,92.34,0.650,0.808,Success
Baseline_days,6,45.0,21.1668,20.0159,2.00,45.00,79.35,0.650,0.804,Success
Baseline_days,6,45.0,21.1668,38.4049,2.05,45.00,107.04,0.650,0.550,Success
Baseline_days,6,45.0,21.1668,21.2068,2.50,45.00,49.82,0.650,0.675,Success
Baseline_days,6,45.0,21.1668,20.9191,2.49,45.00,226.91,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,14.0118,2.30,45.00,422.05,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,20.8192,2.49,45.00,271.08,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,19.2422,2.47,45.00,35.40,0.650,0.576,Success
Baseline_days,6,45.0,21.1668,40.2204,2.45,45.00,362.95,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,6.8388,2.40,45.00,236.28,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,27.1164,2.44,45.00,22.65,0.650,0.453,Success
Baseline_days,6,45.0,21.1668,21.6198,2.50,45.00,19.88,0.650,0.250,Success
Baseline_days,6,45.0,21.1668,11.3968,2.34,45.00,546.05,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,18.9605,1.90,45.00,53.68,0.650,0.752,Success
Baseline_days,6,45.0,21.1668,20.4681,2.25,45.00,38.41,0.650,0.594,Success
Baseline_days,6,45.0,21.1668,31.1473,2.32,45.00,203.67,0.650,0.735,Success
Baseline_days,6,45.0,21.1668,21.2023,2.50,45.00,281.41,0.650,0.950,Success
Baseline_days,6,45.0,21.1668,8.3525,2.41,45.00,44.38,0.650,0.170,Success
