test_type,N,baseline_days,true_P,fit_P,LS_power,true_K,fit_K,true_e,fit_e,Status
Observational,100,200,21.1668,21.0778,31.75,45.00,44.88,0.650,0.650,Success
Observational,100,200,21.1668,21.2158,29.88,45.00,44.93,0.650,0.648,Success
Observational,100,200,21.1668,21.0882,30.03,45.00,45.01,0.650,0.649,Success
Observational,100,200,21.1668,21.3996,30.77,45.00,45.18,0.650,0.650,Success
Observational,100,200,21.1668,21.1634,30.55,45.00,44.90,0.650,0.648,Success
Observational,100,200,21.1668,21.0339,33.56,45.00,45.15,0.650,0.651,Success
Observational,100,200,21.1668,21.1206,29.12,45.00,45.08,0.650,0.651,Success
Observational,100,200,21.1668,21.1815,34.27,45.00,45.15,0.650,0.651,Success
Observational,100,200,21.1668,21.1881,32.73,45.00,45.28,0.650,0.650,Success
Observational,100,200,21.1668,21.0332,32.15,45.00,45.07,0.650,0.651,Success
Observational,100,200,21.1668,21.2159,33.62,45.00,44.87,0.650,0.650,Success
Observational,100,200,21.1668,21.2077,29.68,45.00,45.05,0.650,0.650,Success
Observational,100,200,21.1668,21.0690,33.55,45.00,44.94,0.650,0.649,Success
Observational,100,200,21.1668,21.1824,32.36,45.00,45.10,0.650,0.651,Success
Observational,100,200,21.1668,21.2499,32.01,45.00,45.00,0.650,0.651,Success
Observational,100,200,21.1668,20.9639,33.57,45.00,44.92,0.650,0.649,Success
Observational,100,200,21.1668,21.1885,33.28,45.00,44.93,0.650,0.650,Success
Observational,100,200,21.1668,21.2660,32.05,45.00,45.36,0.650,0.654,Success
Observational,100,200,21.1668,21.2596,33.14,45.00,44.83,0.650,0.649,Success
Observational,100,200,21.1668,21.1333,30.86,45.00,45.06,0.650,0.651,Success
Observational,100,200,21.1668,21.0869,30.58,45.00,45.02,0.650,0.651,Success
Observational,100,200,21.1668,21.3177,33.62,45.00,44.97,0.650,0.649,Success
Observational,100,200,21.1668,21.0285,32.40,45.00,45.41,0.650,0.654,Success
Observational,100,200,21.1668,21.0250,29.43,45.00,45.12,0.650,0.650,Success
Observational,100,200,21.1668,21.3869,32.72,45.00,45.03,0.650,0.650,Success
Observational,100,200,21.1668,21.2612,34.60,45.00,44.71,0.650,0.648,Success
Observational,100,200,21.1668,21.3034,32.03,45.00,45.06,0.650,0.650,Success
Observational,100,200,21.1668,21.1908,30.99,45.00,44.98,0.650,0.650,Success
Observational,100,200,21.1668,21.1030,30.84,45.00,44.98,0.650,0.651,Success
Observational,100,200,21.1668,21.1657,33.38,45.00,45.10,0.650,0.649,Success
Observational,100,200,21.1668,21.2767,32.23,45.00,44.84,0.650,0.649,Success
Observational,100,200,21.1668,20.9883,32.30,45.00,44.89,0.650,0.649,Success
Observational,100,200,21.1668,21.1118,28.58,45.00,45.08,0.650,0.650,Success
Observational,100,200,21.1668,21.0282,32.60,45.00,45.02,0.650,0.649,Success
Observational,100,200,21.1668,21.3456,30.01,45.00,44.85,0.650,0.649,Success
Observational,100,200,21.1668,21.0328,34.09,45.00,44.98,0.650,0.651,Success
Observational,100,200,21.1668,21.0057,31.58,45.00,44.94,0.650,0.650,Success
Observational,100,200,21.1668,21.1547,31.76,45.00,44.89,0.650,0.647,Success
Observational,100,200,21.1668,21.1652,32.14,45.00,45.01,0.650,0.651,Success
Observational,100,200,21.1668,21.4193,33.16,45.00,44.91,0.650,0.650,Success
Observational,100,200,21.1668,21.0654,32.81,45.00,45.20,0.650,0.652,Success
Observational,100,200,21.1668,21.0138,32.91,45.00,44.81,0.650,0.647,Success
Observational,100,200,21.1668,21.1320,33.85,45.00,45.02,0.650,0.650,Success
Observational,100,200,21.1668,20.9302,32.23,45.00,45.22,0.650,0.653,Success
Observational,100,200,21.1668,21.1393,33.65,45.00,44.99,0.650,0.648,Success
Observational,100,200,21.1668,21.1663,28.97,45.00,45.00,0.650,0.650,Success
Observational,100,200,21.1668,21.4071,33.74,45.00,45.13,0.650,0.650,Success
Observational,100,200,21.1668,21.3337,30.01,45.00,44.95,0.650,0.651,Success
Observational,100,200,21.1668,20.9986,30.76,45.00,44.80,0.650,0.650,Success
Observational,100,200,21.1668,21.3151,32.15,45.00,44.99,0.650,0.649,Success
Observational,100,200,21.1668,21.0079,32.26,45.00,44.84,0.650,0.650,Success
Observational,100,200,21.1668,20.8014,32.33,45.00,44.91,0.650,0.649,Success
Observational,100,200,21.1668,21.1826,34.09,45.00,44.79,0.650,0.651,Success
Observational,100,200,21.1668,21.3555,29.34,45.00,44.98,0.650,0.650,Success
Observational,100,200,21.1668,21.0766,29.96,45.00,45.18,0.650,0.652,Success
Observational,100,200,21.1668,21.2406,32.85,45.00,44.84,0.650,0.650,Success
Observational,100,200,21.1668,21.1327,31.61,45.00,44.88,0.650,0.648,Success
Observational,100,200,21.1668,21.1765,33.85,45.00,44.98,0.650,0.649,Success
Observational,100,200,21.1668,21.2176,32.49,45.00,45.14,0.650,0.651,Success
Observational,100,200,21.1668,21.2522,31.41,45.00,44.84,0.650,0.647,Success
Observational,100,200,21.1668,21.1298,33.86,45.00,44.95,0.650,0.651,Success
Observational,100,200,21.1668,21.0927,32.78,45.00,45.29,0.650,0.655,Success
Observational,100,200,21.1668,21.3048,29.84,45.00,44.89,0.650,0.649,Success
Observational,100,200,21.1668,21.0650,31.22,45.00,44.87,0.650,0.649,Success
Observational,100,200,21.1668,21.1813,30.83,45.00,45.14,0.650,0.652,Success
Observational,100,200,21.1668,21.0940,28.52,45.00,44.81,0.650,0.648,Success
Observational,100,200,21.1668,21.2019,32.28,45.00,45.10,0.650,0.650,Success
Observational,100,200,21.1668,21.1515,30.74,45.00,44.90,0.650,0.650,Success
Observational,100,200,21.1668,21.2312,33.10,45.00,44.96,0.650,0.650,Success
Observational,100,200,21.1668,21.0753,33.02,45.00,45.22,0.650,0.649,Success
Observational,80,200,21.1668,21.2538,25.36,45.00,45.29,0.650,0.652,Success
Observational,80,200,21.1668,21.0042,24.89,45.00,45.09,0.650,0.651,Success
Observational,80,200,21.1668,20.9194,29.72,45.00,44.99,0.650,0.649,Success
Observational,80,200,21.1668,21.0845,23.45,45.00,44.85,0.650,0.648,Success
Observational,80,200,21.1668,21.1765,26.56,45.00,44.80,0.650,0.650,Success
Observational,80,200,21.1668,21.1100,25.40,45.00,45.18,0.650,0.652,Success
Observational,80,200,21.1668,20.9474,25.89,45.00,45.04,0.650,0.653,Success
Observational,80,200,21.1668,21.0854,24.41,45.00,44.98,0.650,0.651,Success
Observational,80,200,21.1668,21.1690,27.00,45.00,45.03,0.650,0.651,Success
Observational,80,200,21.1668,21.0375,24.51,45.00,45.01,0.650,0.649,Success
Observational,80,200,21.1668,21.1844,25.43,45.00,44.99,0.650,0.651,Success
Observational,80,200,21.1668,21.1351,24.08,45.00,45.06,0.650,0.650,Success
Observational,80,200,21.1668,21.2879,25.90,45.00,44.78,0.650,0.649,Success
Observational,80,200,21.1668,21.0817,24.31,45.00,45.18,0.650,0.652,Success
Observational,80,200,21.1668,21.0579,24.15,45.00,45.15,0.650,0.649,Success
Observational,80,200,21.1668,21.1595,25.76,45.00,44.69,0.650,0.647,Success
Observational,80,200,21.1668,21.0596,26.57,45.00,45.02,0.650,0.651,Success
Observational,80,200,21.1668,21.0081,25.69,45.00,45.34,0.650,0.652,Success
Observational,80,200,21.1668,20.8060,28.03,45.00,44.77,0.650,0.648,Success
Observational,80,200,21.1668,21.2786,26.42,45.00,44.91,0.650,0.651,Success
Observational,80,200,21.1668,21.1749,25.37,45.00,44.92,0.650,0.650,Success
Observational,80,200,21.1668,20.9152,26.00,45.00,44.98,0.650,0.650,Success
Observational,80,200,21.1668,21.0294,25.43,45.00,44.94,0.650,0.648,Success
Observational,80,200,21.1668,21.1433,26.10,45.00,44.80,0.650,0.647,Success
Observational,80,200,21.1668,20.9762,26.85,45.00,44.84,0.650,0.650,Success
Observational,80,200,21.1668,21.2631,24.57,45.00,45.13,0.650,0.648,Success
Observational,80,200,21.1668,21.2500,28.43,45.00,44.93,0.650,0.651,Success
Observational,80,200,21.1668,21.0573,28.79,45.00,44.74,0.650,0.648,Success
Observational,80,200,21.1668,21.2149,23.57,45.00,44.93,0.650,0.648,Success
Observational,80,200,21.1668,21.1517,27.01,45.00,45.01,0.650,0.650,Success
Observational,80,200,21.1668,21.2153,24.86,45.00,44.80,0.650,0.651,Success
Observational,80,200,21.1668,21.3331,24.91,45.00,44.92,0.650,0.651,Success
Observational,80,200,21.1668,21.2759,26.78,45.00,45.05,0.650,0.652,Success
Observational,80,200,21.1668,21.2569,26.19,45.00,44.93,0.650,0.650,Success
Observational,80,200,21.1668,21.1991,25.18,45.00,45.07,0.650,0.652,Success
Observational,80,200,21.1668,21.0055,25.15,45.00,45.09,0.650,0.650,Success
Observational,80,200,21.1668,21.1612,26.23,45.00,44.96,0.650,0.651,Success
Observational,80,200,21.1668,21.3081,24.68,45.00,45.11,0.650,0.649,Success
Observational,80,200,21.1668,21.1760,25.31,45.00,45.05,0.650,0.650,Success
Observational,80,200,21.1668,21.3669,25.93,45.00,45.30,0.650,0.653,Success
Observational,80,200,21.1668,21.0536,27.46,45.00,44.70,0.650,0.644,Success
Observational,80,200,21.1668,20.7899,27.79,45.00,44.76,0.650,0.647,Success
Observational,80,200,21.1668,21.1283,26.50,45.00,45.00,0.650,0.649,Success
Observational,80,200,21.1668,20.9639,24.08,45.00,44.78,0.650,0.647,Success
Observational,80,200,21.1668,21.1200,23.80,45.00,45.00,0.650,0.650,Success
Observational,80,200,21.1668,21.2249,23.29,45.00,45.16,0.650,0.652,Success
Observational,80,200,21.1668,21.2598,27.07,45.00,44.74,0.650,0.647,Success
Observational,80,200,21.1668,21.2754,25.19,45.00,45.03,0.650,0.650,Success
Observational,80,200,21.1668,21.1477,24.26,45.00,45.10,0.650,0.653,Success
Observational,80,200,21.1668,21.1999,25.24,45.00,44.94,0.650,0.651,Success
Observational,80,200,21.1668,21.0374,23.23,45.00,45.03,0.650,0.647,Success
Observational,80,200,21.1668,21.0123,24.87,45.00,44.87,0.650,0.649,Success
Observational,80,200,21.1668,21.2590,24.18,45.00,44.92,0.650,0.651,Success
Observational,80,200,21.1668,21.3223,24.40,45.00,45.00,0.650,0.652,Success
Observational,80,200,21.1668,21.0768,24.63,45.00,44.89,0.650,0.651,Success
Observational,80,200,21.1668,21.2199,26.59,45.00,45.16,0.650,0.652,Success
Observational,80,200,21.1668,21.2399,27.47,45.00,44.89,0.650,0.649,Success
Observational,80,200,21.1668,20.9021,25.05,45.00,44.78,0.650,0.650,Success
Observational,80,200,21.1668,21.4893,27.92,45.00,45.03,0.650,0.650,Success
Observational,80,200,21.1668,21.1520,22.83,45.00,44.99,0.650,0.652,Success
Observational,80,200,21.1668,21.2843,25.90,45.00,44.94,0.650,0.650,Success
Observational,80,200,21.1668,21.3750,24.39,45.00,45.06,0.650,0.653,Success
Observational,80,200,21.1668,20.9832,26.65,45.00,45.13,0.650,0.653,Success
Observational,80,200,21.1668,21.0468,26.44,45.00,44.91,0.650,0.648,Success
Observational,80,200,21.1668,21.2422,24.51,45.00,45.07,0.650,0.649,Success
Observational,80,200,21.1668,21.0591,24.56,45.00,44.88,0.650,0.648,Success
Observational,80,200,21.1668,21.3720,25.23,45.00,45.17,0.650,0.651,Success
Observational,80,200,21.1668,21.0497,23.94,45.00,45.03,0.650,0.650,Success
Observational,80,200,21.1668,21.4500,25.81,45.00,44.86,0.650,0.647,Success
Observational,80,200,21.1668,21.1056,26.34,45.00,44.91,0.650,0.649,Success
Observational,60,200,21.1668,21.1130,18.41,45.00,44.76,0.650,0.649,Success
Observational,60,200,21.1668,21.1047,20.51,45.00,44.67,0.650,0.647,Success
Observational,60,200,21.1668,21.2946,19.88,45.00,44.71,0.650,0.647,Success
Observational,60,200,21.1668,21.2528,16.75,45.00,45.22,0.650,0.650,Success
Observational,60,200,21.1668,21.1169,17.97,45.00,44.86,0.650,0.648,Success
Observational,60,200,21.1668,21.1004,16.55,45.00,45.05,0.650,0.653,Success
Observational,60,200,21.1668,20.9514,19.88,45.00,45.09,0.650,0.653,Success
Observational,60,200,21.1668,21.0630,18.59,45.00,44.78,0.650,0.648,Success
Observational,60,200,21.1668,21.2618,19.98,45.00,44.77,0.650,0.646,Success
Observational,60,200,21.1668,20.9489,19.96,45.00,44.95,0.650,0.649,Success
Observational,60,200,21.1668,20.8802,20.11,45.00,45.22,0.650,0.652,Success
Observational,60,200,21.1668,21.0807,18.43,45.00,45.18,0.650,0.651,Success
Observational,60,200,21.1668,21.0908,17.98,45.00,45.05,0.650,0.647,Success
Observational,60,200,21.1668,21.3291,20.25,45.00,45.12,0.650,0.653,Success
Observational,60,200,21.1668,21.2761,18.21,45.00,44.91,0.650,0.650,Success
Observational,60,200,21.1668,21.3948,18.74,45.00,45.04,0.650,0.653,Success
Observational,60,200,21.1668,21.0786,16.29,45.00,45.20,0.650,0.651,Success
Observational,60,200,21.1668,20.7940,20.84,45.00,45.43,0.650,0.653,Success
Observational,60,200,21.1668,20.8927,20.49,45.00,44.88,0.650,0.650,Success
Observational,60,200,21.1668,20.9180,21.59,45.00,45.20,0.650,0.651,Success
Observational,60,200,21.1668,20.9994,19.52,45.00,45.03,0.650,0.651,Success
Observational,60,200,21.1668,21.1755,18.71,45.00,45.07,0.650,0.650,Success
Observational,60,200,21.1668,21.1462,21.93,45.00,44.88,0.650,0.649,Success
Observational,60,200,21.1668,20.9279,21.43,45.00,45.16,0.650,0.651,Success
Observational,60,200,21.1668,20.9919,19.99,45.00,44.84,0.650,0.650,Success
Observational,60,200,21.1668,20.9747,17.58,45.00,44.98,0.650,0.650,Success
Observational,60,200,21.1668,21.0771,16.54,45.00,44.99,0.650,0.649,Success
Observational,60,200,21.1668,21.2305,21.96,45.00,45.14,0.650,0.652,Success
Observational,60,200,21.1668,21.2492,16.72,45.00,45.05,0.650,0.650,Success
Observational,60,200,21.1668,21.2037,20.54,45.00,45.24,0.650,0.655,Success
Observational,60,200,21.1668,21.1390,19.74,45.00,44.94,0.650,0.652,Success
Observational,60,200,21.1668,21.2951,21.19,45.00,45.09,0.650,0.649,Success
Observational,60,200,21.1668,21.1271,19.88,45.00,44.62,0.650,0.646,Success
Observational,60,200,21.1668,21.2181,16.10,45.00,45.03,0.650,0.651,Success
Observational,60,200,21.1668,21.1435,19.20,45.00,45.12,0.650,0.648,Success
Observational,60,200,21.1668,21.2322,20.95,45.00,45.40,0.650,0.657,Success
Observational,60,200,21.1668,21.1338,19.24,45.00,45.31,0.650,0.653,Success
Observational,60,200,21.1668,21.2183,20.40,45.00,44.95,0.650,0.649,Success
Observational,60,200,21.1668,21.5220,20.96,45.00,44.92,0.650,0.648,Success
Observational,60,200,21.1668,20.9054,21.21,45.00,45.10,0.650,0.650,Success
Observational,60,200,21.1668,21.2384,20.16,45.00,44.73,0.650,0.644,Success
Observational,60,200,21.1668,21.4882,19.49,45.00,45.26,0.650,0.651,Success
Observational,60,200,21.1668,21.2438,19.59,45.00,45.14,0.650,0.651,Success
Observational,60,200,21.1668,21.2136,16.91,45.00,44.89,0.650,0.649,Success
Observational,60,200,21.1668,21.0341,18.92,45.00,45.07,0.650,0.650,Success
Observational,60,200,21.1668,21.3274,18.52,45.00,45.08,0.650,0.651,Success
Observational,60,200,21.1668,21.2930,20.58,45.00,44.80,0.650,0.649,Success
Observational,60,200,21.1668,21.2695,19.22,45.00,45.23,0.650,0.656,Success
Observational,60,200,21.1668,21.3605,18.88,45.00,45.02,0.650,0.652,Success
Observational,60,200,21.1668,21.2649,20.23,45.00,44.87,0.650,0.649,Success
Observational,60,200,21.1668,21.0866,19.51,45.00,45.15,0.650,0.652,Success
Observational,60,200,21.1668,21.1407,16.25,45.00,45.09,0.650,0.652,Success
Observational,60,200,21.1668,21.3419,20.74,45.00,44.88,0.650,0.651,Success
Observational,60,200,21.1668,21.3275,19.39,45.00,45.06,0.650,0.650,Success
Observational,60,200,21.1668,21.0680,19.39,45.00,44.63,0.650,0.646,Success
Observational,60,200,21.1668,21.3708,17.58,45.00,44.81,0.650,0.650,Success
Observational,60,200,21.1668,20.9674,20.60,45.00,44.79,0.650,0.646,Success
Observational,60,200,21.1668,20.9204,18.44,45.00,45.18,0.650,0.652,Success
Observational,60,200,21.1668,20.8819,21.15,45.00,45.06,0.650,0.650,Success
Observational,60,200,21.1668,21.2004,17.42,45.00,44.96,0.650,0.652,Success
Observational,60,200,21.1668,21.3965,18.89,45.00,45.03,0.650,0.648,Success
Observational,60,200,21.1668,21.0954,19.76,45.00,45.04,0.650,0.649,Success
Observational,60,200,21.1668,21.3116,20.29,45.00,45.03,0.650,0.651,Success
Observational,60,200,21.1668,21.2734,18.09,45.00,45.21,0.650,0.652,Success
Observational,60,200,21.1668,21.1954,19.04,45.00,44.89,0.650,0.647,Success
Observational,60,200,21.1668,21.2978,16.77,45.00,44.94,0.650,0.651,Success
Observational,60,200,21.1668,21.0698,18.62,45.00,45.00,0.650,0.650,Success
Observational,60,200,21.1668,20.9265,18.72,45.00,44.79,0.650,0.650,Success
Observational,60,200,21.1668,21.5329,19.03,45.00,45.05,0.650,0.650,Success
Observational,60,200,21.1668,21.0681,18.78,45.00,44.97,0.650,0.649,Success
Observational,40,200,21.1668,21.2700,11.61,45.00,45.15,0.650,0.648,Success
Observational,40,200,21.1668,21.2725,11.48,45.00,45.04,0.650,0.650,Success
Observational,40,200,21.1668,21.1249,11.37,45.00,44.83,0.650,0.648,Success
Observational,40,200,21.1668,21.0690,14.53,45.00,44.90,0.650,0.649,Success
Observational,40,200,21.1668,20.7799,15.51,45.00,45.13,0.650,0.654,Success
Observational,40,200,21.1668,21.1018,12.91,45.00,45.28,0.650,0.655,Success
Observational,40,200,21.1668,21.1910,12.39,45.00,44.92,0.650,0.645,Success
Observational,40,200,21.1668,21.1618,12.84,45.00,45.27,0.650,0.657,Success
Observational,40,200,21.1668,21.1319,12.10,45.00,45.08,0.650,0.652,Success
Observational,40,200,21.1668,21.1487,12.56,45.00,45.05,0.650,0.649,Success
Observational,40,200,21.1668,20.9822,12.20,45.00,44.74,0.650,0.652,Success
Observational,40,200,21.1668,21.2173,13.51,45.00,45.12,0.650,0.654,Success
Observational,40,200,21.1668,21.0149,12.33,45.00,44.51,0.650,0.648,Success
Observational,40,200,21.1668,20.9231,13.43,45.00,45.38,0.650,0.658,Success
Observational,40,200,21.1668,21.0457,12.30,45.00,44.88,0.650,0.650,Success
Observational,40,200,21.1668,20.9848,12.74,45.00,44.93,0.650,0.650,Success
Observational,40,200,21.1668,21.1607,13.23,45.00,44.75,0.650,0.650,Success
Observational,40,200,21.1668,21.4252,12.70,45.00,44.88,0.650,0.647,Success
Observational,40,200,21.1668,21.0129,11.48,45.00,44.66,0.650,0.647,Success
Observational,40,200,21.1668,21.0650,14.51,45.00,45.10,0.650,0.652,Success
Observational,40,200,21.1668,21.3419,13.18,45.00,45.10,0.650,0.650,Success
Observational,40,200,21.1668,21.2296,15.02,45.00,45.12,0.650,0.652,Success
Observational,40,200,21.1668,21.2593,16.25,45.00,44.80,0.650,0.648,Success
Observational,40,200,21.1668,21.4611,15.25,45.00,45.25,0.650,0.647,Success
Observational,40,200,21.1668,21.1960,16.32,45.00,45.49,0.650,0.654,Success
Observational,40,200,21.1668,21.0085,13.66,45.00,44.76,0.650,0.645,Success
Observational,40,200,21.1668,21.0887,12.14,45.00,44.95,0.650,0.652,Success
Observational,40,200,21.1668,21.1171,13.04,45.00,45.08,0.650,0.652,Success
Observational,40,200,21.1668,20.8606,15.76,45.00,44.52,0.650,0.645,Success
Observational,40,200,21.1668,21.4512,12.49,45.00,45.10,0.650,0.648,Success
Observational,40,200,21.1668,21.2234,12.10,45.00,45.20,0.650,0.651,Success
Observational,40,200,21.1668,21.3352,12.59,45.00,45.22,0.650,0.653,Success
Observational,40,200,21.1668,21.3947,13.87,45.00,44.27,0.650,0.641,Success
Observational,40,200,21.1668,21.1454,11.93,45.00,44.98,0.650,0.650,Success
Observational,40,200,21.1668,21.0333,12.84,45.00,44.85,0.650,0.647,Success
Observational,40,200,21.1668,21.0908,13.26,45.00,45.65,0.650,0.657,Success
Observational,40,200,21.1668,21.0532,14.11,45.00,45.83,0.650,0.657,Success
Observational,40,200,21.1668,21.2485,13.89,45.00,46.21,0.650,0.660,Success
Observational,40,200,21.1668,20.8651,12.99,45.00,45.50,0.650,0.651,Success
Observational,40,200,21.1668,20.9891,12.57,45.00,45.44,0.650,0.654,Success
Observational,40,200,21.1668,20.9407,15.59,45.00,46.85,0.650,0.666,Success
Observational,40,200,21.1668,21.2899,11.83,45.00,44.90,0.650,0.652,Success
Observational,40,200,21.1668,21.3130,14.43,45.00,370.24,0.650,0.950,Success
Observational,40,200,21.1668,20.9308,13.77,45.00,44.96,0.650,0.646,Success
Observational,40,200,21.1668,21.2449,14.53,45.00,44.53,0.650,0.641,Success
Observational,40,200,21.1668,21.2670,13.02,45.00,44.81,0.650,0.651,Success
Observational,40,200,21.1668,21.1553,11.83,45.00,45.10,0.650,0.650,Success
Observational,40,200,21.1668,21.3164,12.58,45.00,44.71,0.650,0.645,Success
Observational,40,200,21.1668,20.9099,11.90,45.00,44.92,0.650,0.645,Success
Observational,40,200,21.1668,21.2123,14.26,45.00,45.05,0.650,0.649,Success
Observational,40,200,21.1668,21.2343,13.44,45.00,42.91,0.650,0.636,Success
Observational,40,200,21.1668,21.4742,15.13,45.00,45.12,0.650,0.648,Success
Observational,40,200,21.1668,21.3729,13.52,45.00,44.99,0.650,0.649,Success
Observational,40,200,21.1668,21.3241,10.78,45.00,45.23,0.650,0.651,Success
Observational,40,200,21.1668,21.2842,13.42,45.00,44.90,0.650,0.654,Success
Observational,40,200,21.1668,21.2299,13.89,45.00,44.72,0.650,0.650,Success
Observational,40,200,21.1668,21.0497,11.89,45.00,44.97,0.650,0.651,Success
Observational,40,200,21.1668,21.4865,11.73,45.00,44.78,0.650,0.651,Success
Observational,40,200,21.1668,21.3754,14.33,45.00,45.24,0.650,0.654,Success
Observational,40,200,21.1668,20.7566,13.38,45.00,44.93,0.650,0.652,Success
Observational,40,200,21.1668,21.3249,13.57,45.00,44.63,0.650,0.648,Success
Observational,40,200,21.1668,21.4428,14.25,45.00,45.04,0.650,0.648,Success
Observational,40,200,21.1668,21.2808,12.59,45.00,44.71,0.650,0.649,Success
Observational,40,200,21.1668,21.0760,15.09,45.00,44.21,0.650,0.641,Success
Observational,40,200,21.1668,21.2527,12.66,45.00,45.00,0.650,0.651,Success
Observational,40,200,21.1668,21.1058,12.08,45.00,45.04,0.650,0.652,Success
Observational,40,200,21.1668,21.0900,13.56,45.00,45.13,0.650,0.652,Success
Observational,40,200,21.1668,21.2294,12.97,45.00,45.19,0.650,0.650,Success
Observational,40,200,21.1668,21.7923,13.25,45.00,45.10,0.650,0.647,Success
Observational,40,200,21.1668,21.2283,13.71,45.00,45.31,0.650,0.652,Success
Observational,30,200,21.1668,20.9152,10.24,45.00,44.73,0.650,0.644,Success
Observational,30,200,21.1668,21.1912,9.43,45.00,45.31,0.650,0.652,Success
Observational,30,200,21.1668,21.1749,11.15,45.00,44.54,0.650,0.645,Success
Observational,30,200,21.1668,20.9082,10.44,45.00,45.11,0.650,0.653,Success
Observational,30,200,21.1668,21.0287,10.98,45.00,45.10,0.650,0.651,Success
Observational,30,200,21.1668,21.2473,10.36,45.00,45.27,0.650,0.654,Success
Observational,30,200,21.1668,21.4240,10.74,45.00,44.83,0.650,0.647,Success
Observational,30,200,21.1668,20.9141,10.01,45.00,45.12,0.650,0.651,Success
Observational,30,200,21.1668,21.3580,9.92,45.00,45.07,0.650,0.652,Success
Observational,30,200,21.1668,21.5200,10.52,45.00,45.33,0.650,0.653,Success
Observational,30,200,21.1668,21.0620,8.79,45.00,44.85,0.650,0.646,Success
Observational,30,200,21.1668,21.1006,10.33,45.00,45.83,0.650,0.659,Success
Observational,30,200,21.1668,21.3335,12.01,45.00,42.33,0.650,0.620,Success
Observational,30,200,21.1668,20.6677,10.24,45.00,45.04,0.650,0.655,Success
Observational,30,200,21.1668,21.0999,9.03,45.00,45.55,0.650,0.658,Success
Observational,30,200,21.1668,8.1414,9.00,45.00,27.28,0.650,0.325,Success
Observational,30,200,21.1668,21.0260,8.74,45.00,44.61,0.650,0.649,Success
Observational,30,200,21.1668,20.8083,10.48,45.00,45.97,0.650,0.655,Success
Observational,30,200,21.1668,21.2803,9.10,45.00,45.25,0.650,0.650,Success
Observational,30,200,21.1668,20.9920,8.24,45.00,45.06,0.650,0.653,Success
Observational,30,200,21.1668,20.8468,8.64,45.00,45.05,0.650,0.652,Success
Observational,30,200,21.1668,21.0258,11.21,45.00,44.93,0.650,0.649,Success
Observational,30,200,21.1668,21.2013,10.22,45.00,45.13,0.650,0.652,Success
Observational,30,200,21.1668,21.3437,9.80,45.00,44.66,0.650,0.645,Success
Observational,30,200,21.1668,21.3684,9.55,45.00,44.97,0.650,0.651,Success
Observational,30,200,21.1668,21.3991,8.54,45.00,45.17,0.650,0.653,Success
Observational,30,200,21.1668,21.2998,8.99,45.00,44.59,0.650,0.647,Success
Observational,30,200,21.1668,21.6349,11.69,45.00,44.80,0.650,0.651,Success
Observational,30,200,21.1668,21.1076,11.38,45.00,41.46,0.650,0.618,Success
Observational,30,200,21.1668,21.0521,9.82,45.00,45.07,0.650,0.652,Success
Observational,30,200,21.1668,21.3872,9.24,45.00,42.26,0.650,0.630,Success
Observational,30,200,21.1668,20.8861,11.84,45.00,45.01,0.650,0.650,Success
Observational,30,200,21.1668,21.2002,10.88,45.00,44.60,0.650,0.641,Success
Observational,30,200,21.1668,20.9253,11.41,45.00,46.59,0.650,0.663,Success
Observational,30,200,21.1668,21.0477,10.90,45.00,44.91,0.650,0.652,Success
Observational,30,200,21.1668,21.1123,10.88,45.00,44.85,0.650,0.647,Success
Observational,30,200,21.1668,21.2742,9.78,45.00,44.58,0.650,0.644,Success
Observational,30,200,21.1668,20.7280,10.04,45.00,46.70,0.650,0.664,Success
Observational,30,200,21.1668,20.9720,8.91,45.00,45.11,0.650,0.650,Success
Observational,30,200,21.1668,21.2096,8.45,45.00,44.71,0.650,0.653,Success
Observational,30,200,21.1668,21.0225,10.18,45.00,44.87,0.650,0.648,Success
Observational,30,200,21.1668,21.2497,11.62,45.00,43.97,0.650,0.639,Success
Observational,30,200,21.1668,21.2299,10.58,45.00,44.79,0.650,0.644,Success
Observational,30,200,21.1668,21.2927,10.19,45.00,44.76,0.650,0.649,Success
Observational,30,200,21.1668,20.8466,9.96,45.00,44.82,0.650,0.647,Success
Observational,30,200,21.1668,21.0548,8.96,45.00,44.92,0.650,0.650,Success
Observational,30,200,21.1668,21.3083,7.45,45.00,44.95,0.650,0.657,Success
Observational,30,200,21.1668,21.0028,9.00,45.00,45.37,0.650,0.650,Success
Observational,30,200,21.1668,20.7520,8.34,45.00,44.70,0.650,0.644,Success
Observational,30,200,21.1668,21.2018,8.92,45.00,45.37,0.650,0.650,Success
Observational,30,200,21.1668,21.0780,9.13,45.00,44.90,0.650,0.646,Success
Observational,30,200,21.1668,21.6045,8.90,45.00,45.26,0.650,0.654,Success
Observational,30,200,21.1668,21.1228,8.23,45.00,44.76,0.650,0.649,Success
Observational,30,200,21.1668,21.2661,10.60,45.00,44.78,0.650,0.646,Success
Observational,30,200,21.1668,21.3467,8.94,45.00,44.78,0.650,0.650,Success
Observational,30,200,21.1668,21.3461,10.56,45.00,44.51,0.650,0.642,Success
Observational,30,200,21.1668,21.2804,11.43,45.00,45.11,0.650,0.647,Success
Observational,30,200,21.1668,21.0392,10.00,45.00,44.87,0.650,0.651,Success
Observational,30,200,21.1668,21.6227,9.56,45.00,45.24,0.650,0.654,Success
Observational,30,200,21.1668,21.1316,9.54,45.00,44.88,0.650,0.654,Success
